,dataset_name,site_name,profile_name,lat,long,parent_material,slope,slope_shape,aspect,veg_note,country,state_province,mat,map,elevation,observation_date,soil_taxon,layer_name,layer_top,layer_bot,hzn,rc_year,X13c,X14c,X14c_sigma,bd_tot,bet_surface_area,ph_h2o,c_tot,n_tot,c_to_n,sand_tot_psa,silt_tot_psa,clay_tot_psa,cat_exch,fe_dith,fe_ox,fe_py,al_py,al_dith,al_ox,smect_vermic,doi_number,curator_name,curator_organization,curator_email,modification_date,contact_name,contact_email,contact_orcid_id,bibliographical.reference,metadata_note,datum,site_note,climate_cat,aspect_deg,drainage_class,depth_water,parent_chem,ecoregion,land_cover,s_soc,profile_note,profile_comp,veg_note_profile,2d_position,soil_series,bedrock_depth,thaw_depth_profile,p_soc,p_soc_sigma,p_soc_depth,layer_comp,layer_note,color,burn_ev,bd_samp,bd_notes,ph_cacl,ph_other,ph_other_method,inorgC,coarse_tot,coarse_size_thresh,texture_class,base_sum,cec_sum,Ca_exch,Na_exch,Mg_exch,K_exch,ecec,bs,soc,soc_sigma,oc,loi,X15n,rc_lab,rc_lab_number,fraction_modern,fraction_modern_sigma,mbc_method,raw_mbc,reported_mbc,p_ext,p_units,p_method,si_py,c_py,py_notes,si_ox,c_ox,ox_notes,fe_hy,al_hy,si_hy,c_hy,hy_notes,si_dith,dith_notes,quartz,alkali_feldspar,plag_feldspar,mica_chlorite,amphibole,pyroxine,olivine,volc_glass,kaol_halloy,gibbsite,fe_oxides,imog_alloph,ferrihydrite,calcite_dolomite,zeolite,fraction_name,f_scheme,f_property,f_scheme_units,f_lower,f_upper,f_agent,f_scheme_conc,f_seq,f_seq_order,f_comp,f_note,f_c_perc,f_mass_perc,f_c_tot,f_oc,f_n_tot,f_c_to_n,f_15n,f_13c,f_rc_lab,f_rc_lab_number,f_rc_year,f_14c,f_14c_sigma,f_fraction_modern,f_fraction_modern_sigma,f_quartz,f_alkali_feldspar,f_plag_feldspar,f_mica_chlorite,f_amphibole,f_pyroxine,f_olivine,f_volc_glass,f_kaol_halloy,f_smect_vermic,f_gibbsite,f_fe_oxides,f_imog_alloph,f_ferrihydrite,f_fe_ox,f_al_ox,f_si_ox,f_c_ox,f_ox_notes,f_fe_hy,f_al_hy,f_si_hy,f_c_hy,f_hy_notes,f_fe_dith,f_al_dith,f_si_dith,f_zeolite
2353,Yujie_non_peat_synthesis,"Molokai (1,400,000)","Molokai (1,400,000)_12",21.0987,-156.872,volcanic tephra,NA,NA,NA,tropical forest,US,Hawaii,16,2500,1210,1996,Ult,"Molokai (1,400,000)_12_38_23",23,38,Bw2,NA,NA,-304,NA,0.57,NA,NA,4.876,0.184,26.5,9,61,30,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2354,Yujie_non_peat_synthesis,"Molokai (1,400,000)","Molokai (1,400,000)_12",21.0987,-156.872,volcanic tephra,NA,NA,NA,tropical forest,US,Hawaii,16,2500,1210,1996,Ult,"Molokai (1,400,000)_12_100_72",72,100,Cr2,NA,NA,-769,NA,1,NA,NA,1.631,0.033,49.42424242,9,61,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2750,Yujie_non_peat_synthesis,"Olaa (2,100)","Olaa (2,100)_9",19.4812,-155.1991,volcanic tephra,NA,NA,NA,tropical forest,US,Hawaii,16,2500,1200,1996,Ept,"Olaa (2,100)_9_100_64",64,100,C4,NA,NA,-75,NA,1.2,NA,NA,0.0741,NA,NA,59,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2751,Yujie_non_peat_synthesis,"Olaa (2,100)","Olaa (2,100)_9",19.4812,-155.1991,volcanic tephra,NA,NA,NA,tropical forest,US,Hawaii,16,2500,1200,1996,Ept,"Olaa (2,100)_9_3_0",0,3,Oe,NA,NA,240.9,NA,0.22,NA,NA,37.123,1.544,24.04339378,59,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2752,Yujie_non_peat_synthesis,"Olaa (2,100)","Olaa (2,100)_9",19.4812,-155.1991,volcanic tephra,NA,NA,NA,tropical forest,US,Hawaii,16,2500,1200,1996,Ept,"Olaa (2,100)_9_45_36",36,45,C2,NA,NA,-9.9,NA,1.25,NA,NA,0.415,0.014,29.64285714,59,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2753,Yujie_non_peat_synthesis,"Olaa (2,100)","Olaa (2,100)_9",19.4812,-155.1991,volcanic tephra,NA,NA,NA,tropical forest,US,Hawaii,16,2500,1200,1996,Ept,"Olaa (2,100)_9_27_21",21,27,Bw2,NA,NA,30.5,NA,0.98,NA,NA,2.528,0.134,18.86567164,59,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2754,Yujie_non_peat_synthesis,"Olaa (2,100)","Olaa (2,100)_9",19.4812,-155.1991,volcanic tephra,NA,NA,NA,tropical forest,US,Hawaii,16,2500,1200,1996,Ept,"Olaa (2,100)_9_64_45",45,64,C3,NA,NA,-60.9,NA,1.2,NA,NA,0.0747,NA,NA,59,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2755,Yujie_non_peat_synthesis,"Olaa (2,100)","Olaa (2,100)_9",19.4812,-155.1991,volcanic tephra,NA,NA,NA,tropical forest,US,Hawaii,16,2500,1200,1996,Ept,"Olaa (2,100)_9_13_8",8,13,A,NA,NA,110.4,NA,0.47,NA,NA,5.207,0.313,16.63578275,59,40,1,22.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2756,Yujie_non_peat_synthesis,"Olaa (2,100)","Olaa (2,100)_9",19.4812,-155.1991,volcanic tephra,NA,NA,NA,tropical forest,US,Hawaii,16,2500,1200,1996,Ept,"Olaa (2,100)_9_8_3",3,8,Oa,NA,NA,216,NA,0.47,NA,NA,15.622,0.868,17.99769585,59,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2757,Yujie_non_peat_synthesis,"Olaa (2,100)","Olaa (2,100)_9",19.4812,-155.1991,volcanic tephra,NA,NA,NA,tropical forest,US,Hawaii,16,2500,1200,1996,Ept,"Olaa (2,100)_9_36_27",27,36,C1,NA,NA,5,NA,1.25,NA,NA,0.953,0.033,28.87878788,59,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2758,Yujie_non_peat_synthesis,"Olaa (2,100)","Olaa (2,100)_9",19.4812,-155.1991,volcanic tephra,NA,NA,NA,tropical forest,US,Hawaii,16,2500,1200,1996,Ept,"Olaa (2,100)_9_21_13",13,21,Bw1,NA,NA,47.6,NA,0.75,NA,NA,4.596,0.277,16.59205776,59,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3124,Yujie_non_peat_synthesis,PuuEke Kohala,PuuEke Kohala_138,20.078,-155.73,formed on Pololu pahoehoe flow,3.5,NA,NA,tropical forest,US,Hawaii,15,3000,450,2009,And,PuuEke Kohala_138_12_10,10,12,Oa/Bh,NA,NA,31.67,NA,0.19,NA,NA,36.8,2,NA,NA,NA,NA,64.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3125,Yujie_non_peat_synthesis,PuuEke Kohala,PuuEke Kohala_138,20.078,-155.73,formed on Pololu pahoehoe flow,3.5,NA,NA,tropical forest,US,Hawaii,15,3000,450,2009,And,PuuEke Kohala_138_39_28,28,39,Bhsg,NA,NA,-247,NA,0.36,NA,NA,20.3,0.9,NA,NA,NA,NA,79.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3126,Yujie_non_peat_synthesis,PuuEke Kohala,PuuEke Kohala_138,20.078,-155.73,formed on Pololu pahoehoe flow,3.5,NA,NA,tropical forest,US,Hawaii,15,3000,450,2009,And,PuuEke Kohala_138_10_2,2,10,Oa,NA,NA,43.36,NA,0.19,NA,NA,35.4,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3127,Yujie_non_peat_synthesis,PuuEke Kohala,PuuEke Kohala_138,20.078,-155.73,formed on Pololu pahoehoe flow,3.5,NA,NA,tropical forest,US,Hawaii,15,3000,450,2009,And,PuuEke Kohala_138_2_0,0,2,Oie,NA,NA,90,NA,0.19,NA,NA,43.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3128,Yujie_non_peat_synthesis,PuuEke Kohala,PuuEke Kohala_138,20.078,-155.73,formed on Pololu pahoehoe flow,3.5,NA,NA,tropical forest,US,Hawaii,15,3000,450,2009,And,PuuEke Kohala_138_43_39,39,43,Bhsm,NA,NA,-283,NA,0.69,NA,NA,10.3,0.2,NA,NA,NA,NA,72.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3129,Yujie_non_peat_synthesis,PuuEke Kohala,PuuEke Kohala_138,20.078,-155.73,formed on Pololu pahoehoe flow,3.5,NA,NA,tropical forest,US,Hawaii,15,3000,450,2009,And,PuuEke Kohala_138_20_12,12,20,Bh1,NA,NA,-15,NA,0.28,NA,NA,20.9,1.1,NA,NA,NA,NA,118.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3130,Yujie_non_peat_synthesis,PuuEke Kohala,PuuEke Kohala_138,20.078,-155.73,formed on Pololu pahoehoe flow,3.5,NA,NA,tropical forest,US,Hawaii,15,3000,450,2009,And,PuuEke Kohala_138_28_20,20,28,Bh2,NA,NA,-150,NA,0.3,NA,NA,22.3,1.2,NA,NA,NA,NA,106.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3131,Yujie_non_peat_synthesis,PuuEke Kohala,PuuEke Kohala_138,20.078,-155.73,formed on Pololu pahoehoe flow,3.5,NA,NA,tropical forest,US,Hawaii,15,3000,450,2009,And,PuuEke Kohala_138_58_43,43,58,Bg1,NA,NA,-417,NA,0.49,NA,NA,8.1,0.2,NA,NA,NA,NA,60.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3132,Yujie_non_peat_synthesis,PuuEke Kohala,PuuEke Kohala_138,20.078,-155.73,formed on Pololu pahoehoe flow,3.5,NA,NA,tropical forest,US,Hawaii,15,3000,450,2009,And,PuuEke Kohala_138_79_58,58,79,Bs,NA,NA,-604,NA,0.46,NA,NA,8.8,0.2,NA,NA,NA,NA,114.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
